,activity_type,date,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,activity_date,activity_time
373,running,2014-11-09 09:37:06,False,Untitled,2.85,360,29:43,--,--,0.0,160,174,10:26,6:31,178,164,0.96,2014-11-09,09:37:06
374,running,2014-11-08 18:44:15,False,Untitled,1.15,147,11:19,--,--,0.0,160,167,9:50,8:36,--,--,1.03,2014-11-08,18:44:15
375,running,2014-11-06 19:07:49,False,Untitled,4.15,519,47:44,--,--,0.0,160,169,11:30,8:33,311,314,0.87,2014-11-06,19:07:49
376,running,2014-11-04 19:19:43,False,First Fun Run,4.38,566,47:04,--,--,0.0,159,167,10:46,4:29,610,646,0.94,2014-11-04,19:19:43
377,street_running,2014-11-03 18:54:23,False,Untitled,2.52,--,25:23,--,--,0.0,--,--,10:05,1:49,146,165,0.0,2014-11-03,18:54:23
378,street_running,2014-11-02 19:07:19,False,Untitled,2.52,--,26:16,--,--,0.0,--,--,10:26,3:00,118,133,0.0,2014-11-02,19:07:19
386,hiking,2014-09-20 12:43:13,False,Untitled,4.37,378,1:42:37,--,--,0.0,83,184,23:28,5:26,429,461,0.83,2014-09-20,12:43:13
387,running,2014-09-08 17:42:13,False,Untitled,2.65,316,21:31,--,--,0.0,19,130,8:07,3:17,267,92,10.37,2014-09-08,17:42:13
390,running,2014-07-05 10:43:02,False,Untitled,3.56,450,36:01,--,--,0.0,161,166,10:07,9:15,20,18,0.99,2014-07-05,10:43:02
392,running,2014-06-16 18:31:57,False,Untitled,4.05,508,38:28,--,--,0.0,161,167,9:29,7:53,27,29,1.06,2014-06-16,18:31:57
393,running,2014-06-04 18:35:31,False,Untitled,3.72,476,38:52,--,--,0.0,160,167,10:26,8:30,30,30,0.96,2014-06-04,18:35:31
394,running,2014-06-02 18:38:02,False,Untitled,4.06,515,43:03,--,--,0.0,161,170,10:36,9:11,9,11,0.94,2014-06-02,18:38:02
395,running,2014-05-14 18:35:26,False,Untitled,3.78,484,31:48,--,--,0.0,163,169,8:24,3:34,27,30,1.17,2014-05-14,18:35:26
396,running,2014-05-12 18:33:32,False,Untitled,4.0,502,33:20,--,--,0.0,162,169,8:19,7:18,18,28,1.2,2014-05-12,18:33:32
397,running,2014-05-10 08:56:27,False,Untitled,3.15,394,24:52,--,--,0.0,163,188,7:54,4:46,3,--,1.25,2014-05-10,08:56:27
398,running,2014-05-05 09:25:38,False,Untitled,0.99,124,6:49.9,--,--,0.0,165,185,6:54,4:56,15,17,1.42,2014-05-05,09:25:38
399,running,2014-05-03 13:30:18,False,Untitled,3.11,385,26:37,--,--,0.0,161,167,8:33,7:42,10,10,1.17,2014-05-03,13:30:18
400,running,2014-04-21 18:27:52,False,Untitled,3.75,463,36:07,--,--,0.0,154,170,9:38,8:14,18,18,1.08,2014-04-21,18:27:52
401,running,2014-04-19 13:38:13,False,Untitled,2.75,346,25:02,--,--,0.0,182,190,9:07,7:22,673,889,0.97,2014-04-19,13:38:13
402,running,2014-04-19 10:00:31,False,Untitled,4.48,564,44:07,--,--,0.0,157,201,9:51,4:19,833,768,1.04,2014-04-19,10:00:31
403,running,2014-04-17 15:39:18,False,Untitled,2.38,286,22:52,--,--,0.0,153,180,9:37,2:03,381,518,1.09,2014-04-17,15:39:18
404,running,2014-04-13 15:53:19,False,Untitled,2.07,257,18:13,--,--,0.0,161,170,8:49,8:00,102,138,1.14,2014-04-13,15:53:19
405,running,2014-04-09 17:53:43,False,Untitled,2.41,272,26:15,--,--,0.0,144,170,10:54,7:06,151,156,1.02,2014-04-09,17:53:43
406,running,2014-04-06 13:35:51,False,Untitled,3.04,235,1:58:16,--,--,0.0,52,139,38:52,8:19,214,227,0.79,2014-04-06,13:35:51
407,running,2014-03-30 22:29:22,False,Untitled,2.78,344,30:49,--,--,0.0,140,171,11:06,8:36,--,--,1.04,2014-03-30,22:29:22
408,running,2014-03-27 18:39:45,False,Untitled,3.6,446,35:02,--,--,0.0,162,170,9:44,8:41,--,10,1.02,2014-03-27,18:39:45
409,running,2014-03-25 18:37:51,False,Untitled,3.62,441,35:02,--,--,0.0,162,172,9:40,8:32,--,10,1.03,2014-03-25,18:37:51
410,running,2014-03-15 13:08:16,False,Untitled,3.02,360,31:32,--,--,0.0,160,172,10:26,8:16,8,11,0.96,2014-03-15,13:08:16
411,running,2014-03-10 18:40:18,False,Untitled,2.77,323,29:03,--,--,0.0,153,171,10:30,8:27,19,17,1.0,2014-03-10,18:40:18
412,running,2014-03-08 14:05:24,False,Untitled,2.88,315,31:03,--,--,0.0,147,170,10:46,7:46,--,10,1.02,2014-03-08,14:05:24
413,running,2014-03-02 14:46:40,False,Untitled,2.72,292,30:44,--,--,0.0,146,167,11:17,8:41,--,--,0.98,2014-03-02,14:46:40
414,running,2014-02-23 16:41:11,False,Untitled,2.74,295,31:21,--,--,0.0,145,168,11:27,7:03,--,--,0.97,2014-02-23,16:41:11
415,running,2014-02-22 17:17:01,False,Untitled,1.96,202,28:02,--,--,0.0,133,167,14:17,9:01,--,--,0.85,2014-02-22,17:17:01
416,running,2014-02-11 17:14:58,False,Untitled,2.28,239,31:06,--,--,0.0,136,174,13:38,8:43,8,13,0.87,2014-02-11,17:14:58
417,running,2014-02-09 13:46:33,False,First Outside Run!,2.52,247,36:22,--,--,0.0,134,180,14:25,9:06,8,9,0.83,2014-02-09,13:46:33
418,running,2014-02-03 16:56:11,False,Untitled,0.99,91,16:29,--,--,0.0,134,163,16:35,3:19,--,--,0.73,2014-02-03,16:56:11
419,running,2014-02-01 18:32:36,False,Untitled,2.07,197,31:34,--,--,0.0,120,159,15:16,11:27,--,--,0.88,2014-02-01,18:32:36
420,running,2014-01-29 22:06:23,False,Untitled,1.7,169,23:20,--,--,0.0,130,170,13:43,9:49,--,--,0.9,2014-01-29,22:06:23
421,running,2012-10-14 12:34:05,False,Untitled,2.0,256,16:57,--,--,0.0,--,--,8:28,8:03,168,177,0.0,2012-10-14,12:34:05
422,running,2012-08-12 10:16:23,False,Falmouth Road Race,7.08,904,1:08:17,--,--,0.0,--,--,9:39,4:24,840,823,0.0,2012-08-12,10:16:23
423,running,2012-08-04 15:12:16,False,Untitled,1.5,193,11:58,--,--,0.0,--,--,7:59,7:13,45,33,0.0,2012-08-04,15:12:16
425,running,2012-07-12 19:06:20,False,Untitled,2.02,260,14:44,--,--,0.0,--,--,7:17,6:45,61,66,0.0,2012-07-12,19:06:20
426,running,2012-07-07 10:39:15,False,Untitled,2.18,279,17:15,--,--,0.0,--,--,7:55,6:59,72,85,0.0,2012-07-07,10:39:15
427,running,2012-07-04 10:34:58,False,Untitled,4.61,593,46:25,--,--,0.0,--,--,10:04,7:49,149,149,0.0,2012-07-04,10:34:58
428,running,2012-07-01 11:07:21,False,Untitled,4.01,512,31:44,--,--,0.0,--,--,7:55,4:56,252,251,0.0,2012-07-01,11:07:21
429,running,2012-06-28 18:21:55,False,Untitled,4.21,548,32:13,--,--,0.0,--,--,7:39,5:04,327,325,0.0,2012-06-28,18:21:55
430,running,2012-06-24 08:07:39,False,Untitled,6.27,812,48:07,--,--,0.0,--,--,7:41,4:20,72,74,0.0,2012-06-24,08:07:39
431,running,2012-06-21 18:21:13,False,Untitled,1.61,206,12:14,--,--,0.0,--,--,7:35,6:41,32,37,0.0,2012-06-21,18:21:13
432,running,2012-06-19 18:42:05,False,Untitled,2.75,342,22:46,--,--,0.0,--,--,8:16,6:43,284,250,0.0,2012-06-19,18:42:05
433,running,2012-06-14 19:21:38,False,Untitled,0.08,10,0:50.6,--,--,0.0,--,--,10:17,9:33,--,--,0.0,2012-06-14,19:21:38
434,running,2012-06-12 18:54:53,False,Untitled,3.27,421,26:47,--,--,0.0,--,--,8:12,7:19,102,93,0.0,2012-06-12,18:54:53
435,running,2012-06-10 15:46:39,False,Untitled,4.01,520,29:26,--,--,0.0,--,--,7:21,5:41,137,140,0.0,2012-06-10,15:46:39
436,running,2012-06-08 17:35:55,False,Untitled,4.45,556,35:41,--,--,0.0,--,--,8:01,4:42,3,2,0.0,2012-06-08,17:35:55
437,running,2012-06-05 18:53:47,False,Castle Island,5.12,653,44:01,--,--,0.0,--,--,8:36,7:43,232,231,0.0,2012-06-05,18:53:47
438,running,2012-06-03 09:48:43,False,AIDS 5k Race,3.12,402,22:45,--,--,0.0,--,--,7:17,4:26,2,13,0.0,2012-06-03,09:48:43
439,running,2012-05-31 17:23:36,False,Vernal Pool,2.0,253,16:20,--,--,0.0,--,--,8:09,6:32,266,285,0.0,2012-05-31,17:23:36
440,running,2012-05-29 18:32:47,False,DeCotis Farm Road,3.13,395,26:24,--,--,0.0,--,--,8:27,6:18,433,430,0.0,2012-05-29,18:32:47
441,running,2012-05-26 09:50:23,False,Maine Run - Curtis Road,3.0,379,27:05,--,--,0.0,--,--,9:02,5:51,394,400,0.0,2012-05-26,09:50:23
442,running,2012-05-24 18:10:13,False,Castle Island,2.16,279,16:33,--,--,0.0,--,--,7:40,6:35,167,164,0.0,2012-05-24,18:10:13
443,running,2012-05-20 18:47:07,False,Esplanade,2.02,261,17:16,--,--,0.0,--,--,8:33,6:36,243,243,0.0,2012-05-20,18:47:07
444,running,2012-05-13 18:02:38,False,Castle Island,2.0,255,16:07,--,--,0.0,--,--,8:02,7:05,56,60,0.0,2012-05-13,18:02:38
445,running,2012-05-06 12:21:12,False,Castle Island,3.1,402,22:55,--,--,0.0,--,--,7:23,6:34,302,279,0.0,2012-05-06,12:21:12
446,running,2012-05-03 19:57:49,False,Castle Island,2.14,278,16:13,--,--,0.0,--,--,7:34,7:04,57,58,0.0,2012-05-03,19:57:49
447,running,2012-05-02 12:14:26,False,SMT Woodland Trail,1.83,236,14:31,--,--,0.0,--,--,7:55,5:38,121,90,0.0,2012-05-02,12:14:26
448,running,2012-04-29 16:55:26,False,Castle Island,1.07,135,7:49.8,--,--,0.0,--,--,7:18,6:46,33,26,0.0,2012-04-29,16:55:26
449,running,2012-04-27 18:39:36,False,North End Bridge,1.11,140,8:20.5,--,--,0.0,--,--,7:31,6:20,3,10,0.0,2012-04-27,18:39:36
